id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	lo_ci	up_ci	or	or_lci95	or_uci95	qvalue
ebi-a-GCST90001391	PCOS	PCOS	IgD+ B cell %B cell	MR Egger	12	0.119026882	0.09519401	0.2396342	-0.067553378	0.305607141	1.126400197	0.934677828	1.357448916	1
ebi-a-GCST90001391	PCOS	PCOS	IgD+ B cell %B cell	Weighted median	12	0.025693275	0.087866279	0.76997058	-0.146524631	0.197911182	1.026026193	0.863704458	1.218854132	1
ebi-a-GCST90001659	PCOS	PCOS	CD39+ CD4+ T cell %CD4+ T cell	Inverse variance weighted	18	-0.110953608	0.034394379	0.001255673	-0.17836659	-0.043540626	0.894980268	0.836635665	0.957393659	1
ebi-a-GCST90001392	PCOS	PCOS	IgD+ CD38+ B cell Absolute Count	MR Egger	18	0.025248569	0.061919776	0.68885211	-0.096114192	0.146611329	1.025570013	0.908360283	1.157903832	1
ebi-a-GCST90001392	PCOS	PCOS	IgD+ CD38+ B cell Absolute Count	Weighted median	18	0.006349992	0.060950642	0.917024496	-0.113113267	0.125813251	1.006370196	0.893049502	1.134070362	1
ebi-a-GCST90001660	PCOS	PCOS	CD39+ CD4+ T cell Absolute Count	Inverse variance weighted	18	-0.123638314	0.039674925	0.001831461	-0.201401167	-0.04587546	0.883699405	0.817584378	0.95516091	1
ebi-a-GCST90001393	PCOS	PCOS	IgD+ CD38dim B cell %B cell	MR Egger	7	0.009333469	0.104410665	0.93224072	-0.195311435	0.213978373	1.009377162	0.822578439	1.238595868	1
ebi-a-GCST90001393	PCOS	PCOS	IgD+ CD38dim B cell %B cell	Weighted median	7	0.017537651	0.092432279	0.849516685	-0.163629616	0.198704919	1.017692339	0.84905644	1.219821966	1
ebi-a-GCST90001862	PCOS	PCOS	CD3 on CD28+ CD4-CD8- T cell	Inverse variance weighted	7	-0.274717297	0.089070901	0.002040632	-0.449296263	-0.10013833	0.759786887	0.638077032	0.904712261	1
ebi-a-GCST90001394	PCOS	PCOS	IgD+ CD38dim B cell Absolute Count	MR Egger	16	-0.041012587	0.043435964	0.361074304	-0.126147077	0.044121903	0.959817048	0.881485191	1.045109749	1
ebi-a-GCST90001394	PCOS	PCOS	IgD+ CD38dim B cell Absolute Count	Weighted median	16	-0.02816338	0.031255207	0.367546838	-0.089423586	0.033096826	0.972229511	0.91445814	1.033650618	1
ebi-a-GCST90001610	PCOS	PCOS	CD4+ CD8dim T cell %lymphocyte	Inverse variance weighted	9	-0.236000766	0.083126088	0.004524526	-0.398927899	-0.073073634	0.789780069	0.671039082	0.929532383	1
ebi-a-GCST90001395	PCOS	PCOS	IgD+ CD38- B cell %B cell	MR Egger	10	-0.07801887	0.304430934	0.804203481	-0.674703501	0.518665761	0.924946973	0.509307408	1.67978492	1
ebi-a-GCST90001395	PCOS	PCOS	IgD+ CD38- B cell %B cell	Weighted median	10	0.131570931	0.152784716	0.38915409	-0.167887113	0.431028976	1.140618811	0.84544927	1.538840138	1
ebi-a-GCST90001421	PCOS	PCOS	CD20- B cell Absolute Count	Inverse variance weighted	12	-0.109800963	0.041999469	0.008939957	-0.192119922	-0.027482005	0.896012457	0.825207902	0.97289219	1
ebi-a-GCST90001396	PCOS	PCOS	IgD+ CD38- B cell Absolute Count	MR Egger	8	-0.189869564	0.31898375	0.573436903	-0.815077713	0.435338586	0.827067007	0.44260493	1.54548625	1
ebi-a-GCST90001396	PCOS	PCOS	IgD+ CD38- B cell Absolute Count	Weighted median	8	-0.173059013	0.140150492	0.216901798	-0.447753977	0.101635951	0.841087978	0.639061888	1.106980403	1
ebi-a-GCST90002114	PCOS	PCOS	HLA DR on HLA DR+ CD4+ T cell	Inverse variance weighted	5	0.362983555	0.140127054	0.009586758	0.088334529	0.637632581	1.437612217	1.092353485	1.891996424	1
ebi-a-GCST90001397	PCOS	PCOS	Unswitched memory B cell %B cell	MR Egger	19	0.043707745	0.067299228	0.524723734	-0.088198742	0.175614232	1.044676998	0.915578895	1.191978143	1
ebi-a-GCST90001397	PCOS	PCOS	Unswitched memory B cell %B cell	Weighted median	19	0.029316819	0.059871721	0.624374135	-0.088031754	0.146665391	1.029750787	0.915731798	1.157966432	1
ebi-a-GCST90001999	PCOS	PCOS	PDL-1 on CD14- CD16+ monocyte	Inverse variance weighted	12	-0.166506436	0.065536858	0.011064557	-0.294958676	-0.038054195	0.846617368	0.744562355	0.962660768	1
ebi-a-GCST90001398	PCOS	PCOS	Unswitched memory B cell Absolute Count	MR Egger	11	-0.424743006	0.273386288	0.15469025	-0.96058013	0.111094118	0.653937822	0.382670823	1.117500079	1
ebi-a-GCST90001398	PCOS	PCOS	Unswitched memory B cell Absolute Count	Weighted median	11	-0.031688387	0.14862077	0.831158171	-0.322985096	0.259608322	0.968808429	0.723984645	1.296422208	1
ebi-a-GCST90001611	PCOS	PCOS	CD4+ CD8dim T cell %leukocyte	Inverse variance weighted	10	-0.202112624	0.081168855	0.012773347	-0.361203581	-0.043021668	0.817002908	0.696837121	0.957890635	1
ebi-a-GCST90001399	PCOS	PCOS	IgD- CD27- B cell %B cell	MR Egger	11	0.248237299	0.171511599	0.181717334	-0.087925436	0.584400034	1.281764058	0.915829162	1.793914375	1
ebi-a-GCST90001399	PCOS	PCOS	IgD- CD27- B cell %B cell	Weighted median	11	0.15842717	0.097013556	0.102460253	-0.0317194	0.348573739	1.171666588	0.968778384	1.417045031	1
ebi-a-GCST90001668	PCOS	PCOS	CD28+ CD45RA- CD8dim T cell %CD8dim T cell	Inverse variance weighted	18	0.084020028	0.034388657	0.014555718	0.016618261	0.151421796	1.087650677	1.016757112	1.163487309	1
ebi-a-GCST90001400	PCOS	PCOS	IgD+ B cell Absolute Count	MR Egger	8	-0.037858601	0.036137118	0.335161706	-0.108687352	0.03297015	0.962849077	0.897010823	1.033519688	1
ebi-a-GCST90001400	PCOS	PCOS	IgD+ B cell Absolute Count	Weighted median	8	-0.026467765	0.033267563	0.426262952	-0.091672189	0.038736658	0.973879436	0.912404197	1.039496704	1
ebi-a-GCST90001530	PCOS	PCOS	Monocytic Myeloid-Derived Suppressor Cells Absolute Count	Inverse variance weighted	15	-0.101375364	0.04217157	0.016222128	-0.184031641	-0.018719087	0.903593793	0.831909481	0.981455027	1
ebi-a-GCST90001401	PCOS	PCOS	IgD- CD27- B cell Absolute Count	MR Egger	13	0.277307893	0.21633465	0.226255048	-0.146708022	0.701323807	1.319572595	0.863546077	2.016420293	1
ebi-a-GCST90001401	PCOS	PCOS	IgD- CD27- B cell Absolute Count	Weighted median	13	0.167977163	0.106577357	0.115001484	-0.040914458	0.376868783	1.182909596	0.95991124	1.457713021	1
ebi-a-GCST90001805	PCOS	PCOS	CD27 on memory B cell	Inverse variance weighted	19	-0.074752145	0.031851011	0.018928729	-0.137180127	-0.012324163	0.927973461	0.871813175	0.987751469	1
ebi-a-GCST90001402	PCOS	PCOS	Switched memory B cell %B cell	MR Egger	10	0.009776533	0.131516369	0.94256741	-0.247995551	0.267548616	1.009824479	0.780363415	1.306757158	1
ebi-a-GCST90001402	PCOS	PCOS	Switched memory B cell %B cell	Weighted median	10	0.001299812	0.105391555	0.990159803	-0.205267636	0.20786726	1.001300657	0.814429317	1.231049749	1
ebi-a-GCST90001399	PCOS	PCOS	IgD- CD27- B cell %B cell	Inverse variance weighted	11	0.18657176	0.080083276	0.019820855	0.029608539	0.34353498	1.205111097	1.03005123	1.409922841	1
ebi-a-GCST90001403	PCOS	PCOS	Switched memory B cell Absolute Count	MR Egger	15	-0.008646418	0.117414469	0.942417766	-0.238778777	0.221485942	0.991390855	0.787589096	1.247929704	1
ebi-a-GCST90001403	PCOS	PCOS	Switched memory B cell Absolute Count	Weighted median	15	-0.028224473	0.08244864	0.732104116	-0.189823807	0.133374861	0.972170117	0.827104852	1.142678264	1
ebi-a-GCST90001700	PCOS	PCOS	CD45RA+ CD28- CD8+ T cell %T cell	Inverse variance weighted	6	0.026453788	0.011474283	0.021139419	0.003964194	0.048943382	1.026806795	1.003972062	1.050160891	1
ebi-a-GCST90001404	PCOS	PCOS	Plasma Blast-Plasma Cell %B cell	MR Egger	19	-0.079169254	0.061658624	0.216368857	-0.200020156	0.041681649	0.923883541	0.818714251	1.042562525	1
ebi-a-GCST90001404	PCOS	PCOS	Plasma Blast-Plasma Cell %B cell	Weighted median	19	-0.092819614	0.058072468	0.109967078	-0.206641651	0.021002423	0.911357882	0.813311047	1.021224526	1
ebi-a-GCST90001694	PCOS	PCOS	CD28- CD4-CD8- T cell %T cell	Inverse variance weighted	15	0.142433332	0.062937615	0.023630294	0.019075607	0.265791058	1.153076205	1.019258708	1.304462473	1
ebi-a-GCST90001405	PCOS	PCOS	Plasma Blast-Plasma Cell Absolute Count	MR Egger	11	-0.00582674	0.050953523	0.911467657	-0.105695645	0.094042166	0.994190203	0.899698434	1.098606068	1
ebi-a-GCST90001405	PCOS	PCOS	Plasma Blast-Plasma Cell Absolute Count	Weighted median	11	-0.014908003	0.045056249	0.740738618	-0.103218251	0.073402244	0.985202571	0.901930105	1.07616333	1
ebi-a-GCST90001518	PCOS	PCOS	CD33+ HLA DR+ CD14- Absolute Count	Inverse variance weighted	18	-0.048827692	0.021757871	0.024823444	-0.091473119	-0.006182265	0.952345212	0.912585847	0.993836806	1
ebi-a-GCST90001406	PCOS	PCOS	Memory B cell %B cell	MR Egger	20	-0.113678797	0.083972972	0.192570007	-0.278265823	0.050908229	0.892544598	0.757095541	1.052226325	1
ebi-a-GCST90001406	PCOS	PCOS	Memory B cell %B cell	Weighted median	20	-0.060467124	0.072100909	0.401668102	-0.201784906	0.080850657	0.941324715	0.817270699	1.084208965	1
ebi-a-GCST90002005	PCOS	PCOS	CD16 on CD14+ CD16+ monocyte	Inverse variance weighted	15	-0.102082238	0.04607554	0.02672297	-0.192390297	-0.011774179	0.902955292	0.824984817	0.988294866	1
ebi-a-GCST90001407	PCOS	PCOS	Memory B cell Absolute Count	MR Egger	10	-0.066754036	0.034699364	0.09058547	-0.134764789	0.001256717	0.935425254	0.873921444	1.001257507	1
ebi-a-GCST90001407	PCOS	PCOS	Memory B cell Absolute Count	Weighted median	10	-0.061308336	0.03624287	0.090722807	-0.13234436	0.009727689	0.940533195	0.87603927	1.009775157	1
ebi-a-GCST90001606	PCOS	PCOS	CD4+ T cell %leukocyte	Inverse variance weighted	6	0.315210332	0.142695579	0.027176689	0.035526998	0.594893667	1.370547551	1.036165622	1.81283817	1
ebi-a-GCST90001408	PCOS	PCOS	Naive-mature B cell %B cell	MR Egger	20	0.077414218	0.08934991	0.397664307	-0.097711606	0.252540041	1.080489542	0.906910413	1.28729104	1
ebi-a-GCST90001408	PCOS	PCOS	Naive-mature B cell %B cell	Weighted median	20	0.055850266	0.07150686	0.434774462	-0.08430318	0.196003711	1.057439337	0.919152546	1.21653142	1
ebi-a-GCST90001442	PCOS	PCOS	CD24+ CD27+ B cell %lymphocyte	Inverse variance weighted	16	-0.063018032	0.028808478	0.028707343	-0.119482648	-0.006553415	0.938926543	0.887379405	0.993468012	1
ebi-a-GCST90001409	PCOS	PCOS	Naive-mature B cell Absolute Count	MR Egger	13	0.07381305	0.269952806	0.789588828	-0.45529445	0.602920551	1.076605516	0.634261182	1.82744817	1
ebi-a-GCST90001409	PCOS	PCOS	Naive-mature B cell Absolute Count	Weighted median	13	-0.037919295	0.122448594	0.75680795	-0.277918539	0.202079949	0.96279064	0.757358514	1.223945857	1
ebi-a-GCST90001441	PCOS	PCOS	IgD+ CD24- B cell %lymphocyte	Inverse variance weighted	13	-0.205246194	0.094070112	0.029121139	-0.389623614	-0.020868774	0.81444678	0.677311757	0.979347472	1
ebi-a-GCST90001410	PCOS	PCOS	IgD- CD38+ B cell %B cell	MR Egger	13	0.028099326	0.197294377	0.889320824	-0.358597654	0.414796305	1.028497836	0.698655396	1.514062302	1
ebi-a-GCST90001410	PCOS	PCOS	IgD- CD38+ B cell %B cell	Weighted median	13	-0.097947696	0.122472432	0.423853912	-0.337993662	0.14209827	0.906696326	0.713199808	1.152689917	1
ebi-a-GCST90001851	PCOS	PCOS	CD3 on T cell	Inverse variance weighted	21	0.078085111	0.035989202	0.030030973	0.007546274	0.148623947	1.081214678	1.007574819	1.160236597	1
ebi-a-GCST90001411	PCOS	PCOS	IgD+ CD24+ B cell %B cell	MR Egger	9	-0.223494063	0.175795211	0.244222152	-0.568052676	0.12106455	0.79971964	0.566627773	1.128697767	1
ebi-a-GCST90001411	PCOS	PCOS	IgD+ CD24+ B cell %B cell	Weighted median	9	-0.177453282	0.127813114	0.165021101	-0.427966986	0.073060422	0.83740012	0.651832934	1.075795537	1
ebi-a-GCST90001594	PCOS	PCOS	CD4+CD8+ T cell Absolute Count	Inverse variance weighted	10	-0.164554717	0.076792906	0.03212615	-0.315068813	-0.014040622	0.84827134	0.729738657	0.986057488	1
ebi-a-GCST90001412	PCOS	PCOS	IgD+ CD24+ B cell Absolute Count	MR Egger	14	-0.104695304	0.26440328	0.69907851	-0.622925733	0.413535124	0.900598889	0.536372856	1.512154	1
ebi-a-GCST90001412	PCOS	PCOS	IgD+ CD24+ B cell Absolute Count	Weighted median	14	0.012739574	0.127215976	0.920232144	-0.236603739	0.262082886	1.012821068	0.789303997	1.29963426	1
ebi-a-GCST90001401	PCOS	PCOS	IgD- CD27- B cell Absolute Count	Inverse variance weighted	13	0.17177167	0.081193151	0.034379429	0.012633095	0.330910246	1.187406682	1.012713229	1.392234828	1
ebi-a-GCST90001413	PCOS	PCOS	IgD- CD24- B cell %B cell	MR Egger	12	-0.042385144	0.058380997	0.484478449	-0.156811898	0.07204161	0.958500549	0.854864846	1.074700062	1
ebi-a-GCST90001413	PCOS	PCOS	IgD- CD24- B cell %B cell	Weighted median	12	-0.096472443	0.060810584	0.112639159	-0.215661186	0.022716301	0.90803492	0.806008342	1.022976281	1
ebi-a-GCST90001629	PCOS	PCOS	HLA DR+ CD8+ T cell %lymphocyte	Inverse variance weighted	19	-0.097536417	0.04637164	0.035434005	-0.188424832	-0.006648002	0.907069308	0.82826276	0.993374047	1
ebi-a-GCST90001414	PCOS	PCOS	IgD- CD24- B cell Absolute Count	MR Egger	10	0.009554577	0.132693325	0.944365586	-0.25052434	0.269633495	1.009600368	0.778392533	1.30948443	1
ebi-a-GCST90001414	PCOS	PCOS	IgD- CD24- B cell Absolute Count	Weighted median	10	-0.060274729	0.093022164	0.517010215	-0.24259817	0.122048713	0.941505839	0.784586721	1.129809136	1
ebi-a-GCST90001443	PCOS	PCOS	CD20- B cell %lymphocyte	Inverse variance weighted	8	-0.103727494	0.049829024	0.037372789	-0.201392382	-0.006062607	0.90147092	0.817591561	0.993955734	1
ebi-a-GCST90001415	PCOS	PCOS	IgD+ CD24- B cell %B cell	MR Egger	9	0.25803167	0.301452151	0.420350165	-0.332814546	0.848877886	1.294379811	0.716903134	2.337022974	1
ebi-a-GCST90001415	PCOS	PCOS	IgD+ CD24- B cell %B cell	Weighted median	9	0.202333481	0.135427337	0.135165892	-0.063104098	0.467771061	1.224256206	0.938845736	1.596431875	1
ebi-a-GCST90001418	PCOS	PCOS	CD24+ CD27+ B cell Absolute Count	Inverse variance weighted	12	-0.059786603	0.02948913	0.042620345	-0.117585298	-0.001987907	0.941965525	0.889064673	0.998014068	1
ebi-a-GCST90001416	PCOS	PCOS	IgD+ CD24- B cell Absolute Count	MR Egger	9	-0.010949225	0.038852827	0.786236461	-0.087100766	0.065202316	0.989110499	0.91658473	1.067374949	1
ebi-a-GCST90001416	PCOS	PCOS	IgD+ CD24- B cell Absolute Count	Weighted median	9	-0.025544734	0.035294918	0.469218592	-0.094722773	0.043633305	0.974778773	0.909625073	1.044599236	1
ebi-a-GCST90001411	PCOS	PCOS	IgD+ CD24+ B cell %B cell	Inverse variance weighted	9	-0.193747543	0.097040324	0.045872202	-0.383946578	-0.003548508	0.823865869	0.681167816	0.99645778	1
ebi-a-GCST90001417	PCOS	PCOS	CD24+ CD27+ B cell %B cell	MR Egger	15	-0.065803657	0.096765224	0.508412569	-0.255463497	0.123856183	0.936314685	0.77455741	1.13185308	1
ebi-a-GCST90001417	PCOS	PCOS	CD24+ CD27+ B cell %B cell	Weighted median	15	-0.007020213	0.082729953	0.932375107	-0.169170921	0.155130496	0.993004372	0.844364571	1.167810346	1
